epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,369.751,1.31059,2.05545,1.12017,1.59088,0.56584,0.62687,0.59182,0.30498,0.61623,0.5672,0.61579,0.30974,1.7039,2.7372,1.54157,1.98593,0.0015314,0.0015314,0.0015314
73,374.694,1.25584,1.98612,1.08385,1.56984,0.67056,0.59701,0.62598,0.32222,0.65662,0.58209,0.61634,0.32092,1.65203,2.76218,1.53091,1.92424,0.0015248,0.0015248,0.0015248
74,380.017,1.2754,2.02134,1.10587,1.55244,0.67304,0.594,0.62157,0.32801,0.70435,0.60199,0.64059,0.31906,1.6243,2.59627,1.44034,1.88161,0.0015182,0.0015182,0.0015182
75,385.282,1.29892,2.03475,1.09865,1.58764,0.69196,0.53731,0.61048,0.30142,0.59029,0.60199,0.61012,0.30418,1.66249,2.65982,1.49522,1.87147,0.0015116,0.0015116,0.0015116
76,390.407,1.31904,2.05187,1.11461,1.58499,0.682,0.51741,0.57066,0.3,0.69254,0.50746,0.57631,0.29212,1.80403,2.99886,1.54651,2.09743,0.001505,0.001505,0.001505
77,395.4,1.30611,2.02075,1.08448,1.58704,0.65092,0.58209,0.62777,0.3553,0.68446,0.56219,0.63592,0.33086,1.57062,2.51057,1.44192,1.84915,0.0014984,0.0014984,0.0014984
78,400.383,1.20298,1.93166,1.00692,1.4913,0.62342,0.57214,0.62942,0.34412,0.62884,0.57711,0.62081,0.32861,1.57712,2.63221,1.45282,1.82688,0.0014918,0.0014918,0.0014918
79,405.283,1.25157,1.99148,1.06155,1.54611,0.64902,0.59204,0.60422,0.32754,0.65317,0.58706,0.61173,0.31986,1.5877,2.69988,1.53079,1.8826,0.0014852,0.0014852,0.0014852
80,410.224,1.25547,1.98394,1.03183,1.5304,0.63751,0.58624,0.61583,0.33193,0.66417,0.57214,0.62257,0.31793,1.64576,2.63953,1.47662,1.9333,0.0014786,0.0014786,0.0014786
81,415.174,1.25758,1.97496,1.02571,1.51937,0.63608,0.55224,0.59655,0.33046,0.68259,0.54566,0.61268,0.32002,1.58979,2.62772,1.49033,1.84152,0.001472,0.001472,0.001472
82,420.085,1.26005,2.00582,1.0677,1.53714,0.61514,0.62189,0.6074,0.31211,0.61154,0.61194,0.60145,0.29986,1.68761,2.89757,1.60703,1.9304,0.0014654,0.0014654,0.0014654
83,424.998,1.25346,1.97179,1.06676,1.53425,0.63774,0.63682,0.63756,0.34169,0.63977,0.65174,0.63923,0.33084,1.60881,2.64453,1.39263,1.84648,0.0014588,0.0014588,0.0014588
84,429.938,1.22144,1.92744,0.99415,1.47512,0.71016,0.59731,0.66514,0.37907,0.71016,0.59731,0.66296,0.35779,1.60168,2.57594,1.37366,1.83754,0.0014522,0.0014522,0.0014522
85,435.026,1.23118,1.90728,1.01075,1.5163,0.66087,0.5914,0.63534,0.34813,0.67699,0.59437,0.63906,0.34792,1.59386,2.68429,1.41677,1.85081,0.0014456,0.0014456,0.0014456
86,439.997,1.24084,1.92893,1.02439,1.51824,0.58407,0.60697,0.60613,0.32942,0.59711,0.61692,0.61383,0.3215,1.62787,2.71523,1.48448,1.87474,0.001439,0.001439,0.001439
87,444.872,1.25564,1.92381,0.99797,1.5277,0.71342,0.56971,0.64649,0.35154,0.7464,0.58573,0.66046,0.33586,1.58184,2.63508,1.43802,1.81476,0.0014324,0.0014324,0.0014324
88,449.778,1.20421,1.89464,0.98238,1.48248,0.65204,0.62687,0.65966,0.35707,0.6259,0.66667,0.67162,0.35151,1.55109,2.5127,1.37936,1.78536,0.0014258,0.0014258,0.0014258
89,454.838,1.20577,1.88079,0.94183,1.46486,0.67014,0.56716,0.6257,0.3397,0.67548,0.56957,0.61342,0.32926,1.66662,2.60185,1.4209,1.86475,0.0014192,0.0014192,0.0014192
90,459.767,1.22459,1.89367,1.00927,1.50506,0.6004,0.61296,0.63428,0.33065,0.6385,0.58209,0.61825,0.32755,1.59386,2.56103,1.45729,1.84768,0.0014126,0.0014126,0.0014126
