epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,260.909,1.4367,2.23022,1.32067,1.71621,0.61468,0.56716,0.58676,0.32106,0.57829,0.61194,0.60071,0.2992,1.59182,2.51634,1.5345,1.88776,0.0016766,0.0016766,0.0016766
51,265.876,1.44507,2.2254,1.33961,1.75064,0.59398,0.64179,0.61235,0.31724,0.60705,0.60719,0.61297,0.30269,1.57503,2.63556,1.61501,1.85179,0.00167,0.00167,0.00167
52,270.801,1.37068,2.17307,1.28246,1.65937,0.75063,0.53912,0.61262,0.33322,0.72993,0.52443,0.59161,0.31465,1.55357,2.49339,1.56095,1.7898,0.0016634,0.0016634,0.0016634
53,275.688,1.36595,2.155,1.22007,1.63137,0.68559,0.57711,0.60007,0.3318,0.67626,0.57214,0.60989,0.32189,1.61594,2.52229,1.59496,1.89049,0.0016568,0.0016568,0.0016568
54,280.584,1.37652,2.17791,1.29437,1.6663,0.64053,0.51244,0.56231,0.30327,0.66761,0.51244,0.58009,0.29662,1.59376,2.65631,1.56051,1.87918,0.0016502,0.0016502,0.0016502
55,285.425,1.40967,2.20802,1.2921,1.69614,0.59117,0.50249,0.52468,0.29785,0.59888,0.51244,0.53769,0.27346,1.56806,2.72928,1.65327,1.83839,0.0016436,0.0016436,0.0016436
56,290.281,1.3834,2.16411,1.23055,1.67049,0.53687,0.60556,0.56998,0.29255,0.5495,0.59701,0.57168,0.29489,1.64948,2.83128,1.73023,1.90745,0.001637,0.001637,0.001637
57,295.122,1.38086,2.14387,1.27754,1.63558,0.60521,0.61194,0.59704,0.34251,0.60521,0.61194,0.6079,0.32653,1.57391,2.61234,1.45645,1.84165,0.0016304,0.0016304,0.0016304
58,299.98,1.39161,2.15536,1.26239,1.66999,0.64172,0.56716,0.58598,0.30454,0.63431,0.58209,0.6073,0.30966,1.63075,2.49799,1.63098,1.91667,0.0016238,0.0016238,0.0016238
59,304.864,1.36922,2.13831,1.23632,1.67111,0.6285,0.55224,0.54056,0.29524,0.62271,0.58706,0.56921,0.28678,1.65193,2.68642,1.65836,1.93718,0.0016172,0.0016172,0.0016172
60,309.994,1.35042,2.10784,1.22473,1.61489,0.60061,0.59204,0.60177,0.32625,0.62,0.59701,0.60726,0.31859,1.59241,2.43569,1.52907,1.86845,0.0016106,0.0016106,0.0016106
61,315.17,1.32855,2.07596,1.1761,1.60997,0.66902,0.55224,0.62316,0.3377,0.66929,0.56219,0.61807,0.32617,1.61591,2.60432,1.52891,1.87373,0.001604,0.001604,0.001604
62,320.026,1.33798,2.10941,1.17835,1.61112,0.63345,0.61903,0.59735,0.3058,0.65605,0.59783,0.60993,0.30169,1.64972,2.69489,1.6163,1.95699,0.0015974,0.0015974,0.0015974
63,324.753,1.34693,2.13012,1.18892,1.63999,0.59274,0.64446,0.60278,0.34239,0.63857,0.64179,0.61619,0.32746,1.58861,2.64354,1.52701,1.86814,0.0015908,0.0015908,0.0015908
64,329.829,1.37971,2.13431,1.21114,1.65745,0.6529,0.58957,0.6543,0.36033,0.6309,0.61229,0.65077,0.34792,1.53166,2.40545,1.46268,1.7904,0.0015842,0.0015842,0.0015842
65,334.841,1.35896,2.10443,1.18787,1.62857,0.67896,0.58921,0.60677,0.34267,0.68414,0.57113,0.6135,0.32014,1.62334,2.67029,1.4302,1.92086,0.0015776,0.0015776,0.0015776
66,339.692,1.3061,2.02876,1.13671,1.58577,0.59799,0.55224,0.56514,0.3176,0.64335,0.57214,0.58552,0.29569,1.65051,2.80427,1.59645,1.93962,0.001571,0.001571,0.001571
67,344.667,1.26156,2.01304,1.09705,1.54347,0.63685,0.61074,0.62041,0.34773,0.64639,0.61843,0.6278,0.33403,1.53786,2.51189,1.41004,1.82779,0.0015644,0.0015644,0.0015644
68,349.658,1.28779,2.02617,1.11832,1.57492,0.66153,0.63184,0.64473,0.35711,0.65632,0.62687,0.64972,0.3455,1.55965,2.55538,1.43517,1.83054,0.0015578,0.0015578,0.0015578
69,354.544,1.27965,2.05683,1.12736,1.59016,0.6899,0.57214,0.61954,0.32852,0.71693,0.59204,0.65459,0.32909,1.6565,2.66538,1.42315,1.95292,0.0015512,0.0015512,0.0015512
70,359.392,1.31607,2.06232,1.11637,1.57301,0.6699,0.62189,0.6644,0.37457,0.66404,0.61951,0.66241,0.35254,1.56633,2.50831,1.38046,1.83433,0.0015446,0.0015446,0.0015446
71,364.292,1.27617,2.02973,1.12184,1.57087,0.65187,0.62189,0.64162,0.36268,0.66751,0.63682,0.6517,0.35371,1.58324,2.52617,1.45697,1.85995,0.001538,0.001538,0.001538
72,369.251,1.24353,2.01641,1.07915,1.55259,0.61735,0.63412,0.63306,0.34265,0.70267,0.56438,0.64489,0.32885,1.55313,2.573,1.43604,1.85536,0.0015314,0.0015314,0.0015314
73,374.47,1.21443,1.95017,1.05524,1.53515,0.75231,0.59204,0.64992,0.34954,0.77143,0.59701,0.66687,0.34888,1.56029,2.55651,1.44563,1.89137,0.0015248,0.0015248,0.0015248
74,379.703,1.23858,1.99585,1.07758,1.53245,0.71616,0.59701,0.63969,0.36481,0.72219,0.59493,0.65868,0.34859,1.5269,2.54226,1.43751,1.81546,0.0015182,0.0015182,0.0015182
